Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,Date_only,fin_pos,fin_neg,fin_neu,tweet_count
2021-12-23,202.1300048828125,205.1300048828125,201.32000732421875,204.22000122070312,204.22000122070312,7415200,BA,2021-12-23,0.9999138116836548,9.161703019344714e-06,7.705967436777428e-05,1.0
2021-12-27,201.9900054931641,203.42999267578125,199.1000061035156,203.1699981689453,203.1699981689453,7818900,BA,2021-12-27,0.0,0.0,0.0,0.0
2021-12-28,202.22999572753903,208.94000244140625,201.6499938964844,206.1300048828125,206.1300048828125,8879700,BA,2021-12-28,1.9479456543922424,0.002802778297336772,0.04925153540085603,2.0
2021-12-29,205.3600006103516,205.41000366210935,202.6000061035156,203.66000366210935,203.66000366210935,6119000,BA,2021-12-29,0.999985933303833,1.3957139344711322e-05,1.2319385689352202e-07,1.0
2021-12-30,203.0,206.0,202.6000061035156,202.7100067138672,202.7100067138672,7012600,BA,2021-12-30,8.571453508920968e-05,0.9999136924743652,5.878474098608422e-07,1.0
2021-12-31,202.1999969482422,203.69000244140625,200.02999877929688,201.32000732421875,201.32000732421875,8053000,BA,2021-12-31,0.0,0.0,0.0,0.0
2022-01-03,204.0,210.5500030517578,203.33999633789065,207.8600006103516,207.8600006103516,9060200,BA,2022-01-03,0.0,0.0,0.0,0.0
2022-01-04,211.3000030517578,214.55999755859372,209.77999877929688,213.6300048828125,213.6300048828125,11414600,BA,2022-01-04,4.92127799987793,0.0710935905271981,0.007628423999108236,5.0
2022-01-05,216.63999938964844,218.92999267578125,211.80999755859372,213.07000732421875,213.07000732421875,11564700,BA,2022-01-05,0.9999969005584717,2.647720521053998e-06,4.5661397507501533e-07,1.0
2022-01-06,214.63999938964844,216.0,207.8600006103516,211.33999633789065,211.33999633789065,7142200,BA,2022-01-06,0.027544640004634857,0.9723349809646606,0.00012036425323458388,1.0
2022-01-07,212.97999572753903,218.32000732421875,212.3800048828125,215.5,215.5,9526400,BA,2022-01-07,0.9999996423721313,2.4589499503235857e-07,1.2917200820083963e-07,1.0
2022-01-10,214.25999450683597,215.27999877929688,207.1300048828125,209.30999755859372,209.30999755859372,8229000,BA,2022-01-10,1.9056378602981567,0.09431280344142579,4.9342943384544924e-05,2.0
2022-01-11,209.0,217.02999877929688,208.41000366210935,216.0200042724609,216.0200042724609,8098400,BA,2022-01-11,1.122455250879284e-05,0.9999805688858032,8.263689778686967e-06,1.0
2022-01-12,217.08999633789065,221.2400054931641,216.3000030517578,217.4499969482422,217.4499969482422,9134500,BA,2022-01-12,5.481835752725601,0.03308310086617894,0.4850810461831827,6.0
2022-01-13,222.25,226.88999938964844,220.0500030517578,223.8999938964844,223.8999938964844,17628000,BA,2022-01-13,0.9999266250274559,1.0000557726125407,1.7554357100380003e-05,2.0
2022-01-14,222.16000366210935,226.1999969482422,220.25,225.9600067138672,225.9600067138672,8053500,BA,2022-01-14,0.571501612663269,0.3525677025318146,0.07593068480491638,1.0
2022-01-18,224.5,229.6699981689453,224.25999450683597,225.00999450683597,225.00999450683597,8930700,BA,2022-01-18,3.662736713886261,0.3325716022627603,0.004691831466857366,4.0
2022-01-19,225.1000061035156,225.4199981689453,216.94000244140625,217.0800018310547,217.0800018310547,9382800,BA,2022-01-19,1.9996976656584593,0.0004565514019532202,0.9998458134468251,3.0
2022-01-20,217.3800048828125,221.9499969482422,213.4199981689453,214.19000244140625,214.19000244140625,7636800,BA,2022-01-20,0.0,0.0,0.0,0.0
2022-01-21,213.7899932861328,213.7899932861328,204.57000732421875,205.44000244140625,205.44000244140625,11548500,BA,2022-01-21,0.0,0.0,0.0,0.0
2022-01-24,199.8500061035156,204.8000030517578,192.50999450683597,204.1999969482422,204.1999969482422,13796500,BA,2022-01-24,0.0,0.0,0.0,0.0
2022-01-25,200.1000061035156,205.6300048828125,197.5500030517578,204.1000061035156,204.1000061035156,8824500,BA,2022-01-25,0.999997615814209,2.304507233930053e-06,1.3230143736109312e-07,1.0
2022-01-26,206.2100067138672,206.2100067138672,191.9199981689453,194.2700042724609,194.2700042724609,19974400,BA,2022-01-26,3.999726176261902,4.908786831947509e-05,0.0002245460714220826,4.0
2022-01-27,196.3800048828125,199.7100067138672,188.63999938964844,189.75,189.75,12670100,BA,2022-01-27,0.9999966621398926,1.4002938542034826e-07,3.1612753446097486e-06,1.0
2022-01-28,188.77999877929688,190.72000122070312,183.7700042724609,190.57000732421875,190.57000732421875,10966700,BA,2022-01-28,0.0,0.0,0.0,0.0
2022-01-31,190.72999572753903,200.33999633789065,190.0,200.2400054931641,200.2400054931641,15504600,BA,2022-01-31,1.9992345571517944,0.0005168025556940847,0.0002487675190820937,2.0
2022-02-01,202.47999572753903,208.88999938964844,200.5,208.33999633789065,208.33999633789065,12265100,BA,2022-02-01,0.0,0.0,0.0,0.0
2022-02-02,205.42999267578125,208.38999938964844,203.2100067138672,207.5200042724609,207.5200042724609,7843700,BA,2022-02-02,1.9999843835830688,2.60656427997219e-07,1.529442380387991e-05,2.0
2022-02-03,206.05999755859372,209.1000061035156,204.25999450683597,206.38999938964844,206.38999938964844,7054700,BA,2022-02-03,0.9311965056913323,1.0262674186378717,0.0425360641260113,2.0
2022-02-04,205.0,208.25,203.1000061035156,206.4499969482422,206.4499969482422,5952600,BA,2022-02-04,0.9881305694580078,0.011823131702840328,4.628598617273383e-05,1.0
2022-02-07,205.7899932861328,214.3699951171875,205.4199981689453,211.9199981689453,211.9199981689453,11816900,BA,2022-02-07,2.026469431435771,1.9735213121759898,9.2978236452268e-06,4.0
2022-02-08,212.67999267578125,213.8699951171875,209.69000244140625,213.2700042724609,213.2700042724609,7356200,BA,2022-02-08,0.9999978542327881,5.823941364724305e-07,1.598575522621104e-06,1.0
2022-02-09,214.91000366210935,217.0399932861328,213.3000030517578,215.8600006103516,215.8600006103516,7587700,BA,2022-02-09,0.9998378753662109,0.00012676387268584222,3.523060877341777e-05,1.0
2022-02-10,213.7100067138672,223.22999572753903,213.6999969482422,218.75,218.75,11695900,BA,2022-02-10,0.0,0.0,0.0,0.0
2022-02-11,217.8699951171875,221.4199981689453,210.2700042724609,212.3000030517578,212.3000030517578,11443700,BA,2022-02-11,0.0,0.0,0.0,0.0
2022-02-14,213.0,215.6300048828125,208.75999450683597,210.0399932861328,210.0399932861328,6481400,BA,2022-02-14,0.0,0.0,0.0,0.0
2022-02-15,214.83999633789065,219.5399932861328,213.69000244140625,217.72999572753903,217.72999572753903,10448500,BA,2022-02-15,0.0,0.0,0.0,0.0
2022-02-16,216.1000061035156,219.67999267578125,215.27999877929688,218.92999267578125,218.92999267578125,5698900,BA,2022-02-16,0.9999973773956299,1.990448936339817e-06,6.406643819900637e-07,1.0
2022-02-17,218.47000122070312,218.5800018310547,212.6699981689453,213.5800018310547,213.5800018310547,6176600,BA,2022-02-17,0.9999934434890747,6.239910817384953e-06,3.3339830451950547e-07,1.0
2022-02-18,212.55999755859372,214.72999572753903,208.6000061035156,209.02999877929688,209.02999877929688,6973600,BA,2022-02-18,5.608025276160333e-06,1.9999895095825195,4.840133318140261e-06,2.0
2022-02-22,205.0,206.8999938964844,197.82000732421875,198.7400054931641,198.7400054931641,10382100,BA,2022-02-22,0.0,0.0,0.0,0.0
2022-02-23,201.1300048828125,203.25,195.91000366210935,196.4199981689453,196.4199981689453,7326300,BA,2022-02-23,2.9999165534973145,7.738089166764439e-06,7.57681809773203e-05,3.0
2022-02-24,189.2899932861328,198.8600006103516,186.8800048828125,198.42999267578125,198.42999267578125,12207600,BA,2022-02-24,0.9360015988349915,0.0575082041323185,0.006490298081189394,1.0
2022-02-25,201.08999633789065,204.07000732421875,199.1000061035156,201.47999572753903,201.47999572753903,8730300,BA,2022-02-25,0.9999847412109375,1.096658479582402e-06,1.4178091987560038e-05,1.0
2022-02-28,198.5800018310547,207.30999755859372,196.75,205.33999633789065,205.33999633789065,9859300,BA,2022-02-28,0.0,0.0,0.0,0.0
2022-03-01,203.1100006103516,203.5,192.92999267578125,194.91000366210935,194.91000366210935,11799500,BA,2022-03-01,1.004533519037068,1.9150001548950968e-06,0.995464655633441,2.0
2022-03-02,196.2700042724609,199.8500061035156,194.63999938964844,197.80999755859372,197.80999755859372,7463400,BA,2022-03-02,0.0,0.0,0.0,0.0
2022-03-03,197.94000244140625,198.5,188.7100067138672,188.8500061035156,188.8500061035156,12424500,BA,2022-03-03,1.997981071472168,0.0017938932927563656,0.00022490992432722123,2.0
2022-03-04,187.3699951171875,188.32000732421875,178.97000122070312,180.83999633789065,180.83999633789065,13084000,BA,2022-03-04,0.9999961853027344,1.8232717593491543e-06,2.0440443222469185e-06,1.0
2022-03-07,181.02999877929688,182.72000122070312,169.05999755859375,169.1699981689453,169.1699981689453,12847500,BA,2022-03-07,3.117646962404251,0.18026467242350463,0.7020883315431092,4.0
2022-03-08,169.72999572753906,180.82000732421875,167.5800018310547,173.8000030517578,173.8000030517578,13715500,BA,2022-03-08,0.9999210834503174,2.732861503318418e-06,7.610944885527715e-05,1.0
2022-03-09,179.8000030517578,182.8699951171875,177.41000366210938,178.55999755859375,178.55999755859375,10062100,BA,2022-03-09,0.9999898672103882,1.3830041325491038e-06,8.747634637984447e-06,1.0
2022-03-10,175.75999450683594,182.0200042724609,175.38999938964844,178.38999938964844,178.38999938964844,8364100,BA,2022-03-10,1.9988400340080261,0.0011501024162186013,9.865967399491637e-06,2.0
2022-03-11,183.58999633789065,184.8600006103516,175.9499969482422,176.22999572753906,176.22999572753906,9373600,BA,2022-03-11,0.9999884366989136,3.380214138815063e-06,8.248959602497052e-06,1.0
2022-03-14,175.8800048828125,178.22999572753906,172.57000732421875,175.52000427246094,175.52000427246094,8138900,BA,2022-03-14,0.0,0.0,0.0,0.0
2022-03-15,176.3000030517578,180.5,175.60000610351562,179.88999938964844,179.88999938964844,8051500,BA,2022-03-15,1.981614112854004,0.018377283937866196,8.64910134623642e-06,2.0
2022-03-16,183.38999938964844,189.6000061035156,182.3000030517578,188.9900054931641,188.9900054931641,12077500,BA,2022-03-16,0.0,0.0,0.0,0.0
2022-03-17,186.3600006103516,190.2400054931641,185.2700042724609,190.19000244140625,190.19000244140625,8126600,BA,2022-03-17,0.0,0.0,0.0,0.0
2022-03-18,192.07000732421875,193.3800048828125,190.1000061035156,192.8300018310547,192.8300018310547,12849600,BA,2022-03-18,0.9999599456787109,2.9152099159546196e-05,1.0893707440118305e-05,1.0
2022-03-21,184.3999938964844,187.2700042724609,180.6100006103516,185.8999938964844,185.8999938964844,27369600,BA,2022-03-21,2.9974438643930625,1.0558303075463016,0.9467259550808649,5.0
2022-03-22,185.2400054931641,192.8600006103516,184.5200042724609,191.0399932861328,191.0399932861328,14378500,BA,2022-03-22,0.9995754361152649,8.55047328514047e-05,0.0003390458005014807,1.0
2022-03-23,189.6699981689453,190.16000366210935,185.02999877929688,186.0399932861328,186.0399932861328,8297800,BA,2022-03-23,1.778431236743927,0.00012490347944549285,0.221443793178139,2.0
2022-03-24,186.3500061035156,189.19000244140625,184.72000122070312,189.0500030517578,189.0500030517578,7094400,BA,2022-03-24,0.0,0.0,0.0,0.0
2022-03-25,187.75999450683597,191.6999969482422,186.92999267578125,188.9499969482422,188.9499969482422,6365600,BA,2022-03-25,0.0012994101271033287,4.005752271041274e-05,0.9986605644226074,1.0
2022-03-28,188.42999267578125,189.25999450683597,184.47000122070312,188.16000366210935,188.16000366210935,6904100,BA,2022-03-28,0.9999508857727051,5.985453981338651e-07,4.848550815950148e-05,1.0
2022-03-29,191.6199951171875,196.3600006103516,191.1999969482422,193.8000030517578,193.8000030517578,8438700,BA,2022-03-29,0.0,0.0,0.0,0.0
2022-03-30,192.32000732421875,197.4499969482422,191.3600006103516,194.91000366210935,194.91000366210935,9959300,BA,2022-03-30,0.0,0.0,0.0,0.0
2022-03-31,195.0,197.5800018310547,191.4499969482422,191.5,191.5,6447900,BA,2022-03-31,0.0,0.0,0.0,0.0
2022-04-01,192.5800018310547,192.6199951171875,188.77999877929688,190.75999450683597,190.75999450683597,4862100,BA,2022-04-01,0.0,0.0,0.0,0.0
2022-04-04,190.0200042724609,191.83999633789065,186.91000366210935,191.17999267578125,191.17999267578125,7792100,BA,2022-04-04,0.9995872378349304,0.00012719607912003994,0.00028565642423927784,1.0
2022-04-05,189.6999969482422,192.3500061035156,182.5200042724609,182.6499938964844,182.6499938964844,9371600,BA,2022-04-05,1.9993358254432678,1.1050487046304625e-05,0.0006530573363363601,2.0
2022-04-06,180.3999938964844,180.57000732421875,176.5800018310547,178.72000122070312,178.72000122070312,8173900,BA,2022-04-06,0.994758665561676,0.005093122832477093,0.00014827132690697908,1.0
2022-04-07,178.1300048828125,178.66000366210938,173.8699951171875,177.97000122070312,177.97000122070312,7517800,BA,2022-04-07,0.0,0.0,0.0,0.0
2022-04-08,176.5399932861328,178.1300048828125,174.24000549316406,175.1999969482422,175.1999969482422,6524100,BA,2022-04-08,0.999997615814209,1.1386713367755874e-06,1.1781422699641553e-06,1.0
2022-04-11,173.83999633789062,179.6699981689453,173.39999389648438,175.02999877929688,175.02999877929688,6001100,BA,2022-04-11,0.9931159615516663,0.004827990662306547,0.0020561146084219217,1.0
2022-04-12,175.5,178.5,174.52999877929688,176.27999877929688,176.27999877929688,6125100,BA,2022-04-12,3.999829649925232,1.6512266938661924e-05,0.00015384376644078657,4.0
2022-04-13,176.9600067138672,183.4600067138672,176.9600067138672,182.8699951171875,182.8699951171875,7399900,BA,2022-04-13,0.9988495111465454,2.13428011193173e-05,0.0011291380506008863,1.0
2022-04-14,182.75,185.5399932861328,181.63999938964844,181.94000244140625,181.94000244140625,5144600,BA,2022-04-14,0.9983207583427429,0.00041372908162884414,0.0012655907776206732,1.0
2022-04-18,181.4499969482422,182.4600067138672,178.5500030517578,179.85000610351562,179.85000610351562,5042600,BA,2022-04-18,0.0,0.0,0.0,0.0
2022-04-19,180.3600006103516,187.6100006103516,180.27999877929688,185.97999572753903,185.97999572753903,7485600,BA,2022-04-19,0.0,0.0,0.0,0.0
2022-04-20,187.2400054931641,187.33999633789065,182.8600006103516,183.5500030517578,183.5500030517578,6824300,BA,2022-04-20,2.9992013573646545,5.2561617224000656e-05,0.000745930250047877,3.0
2022-04-21,188.72999572753903,189.8500061035156,180.5500030517578,181.0200042724609,181.0200042724609,7446100,BA,2022-04-21,0.0,0.0,0.0,0.0
2022-04-22,180.77999877929688,182.6699981689453,176.5,176.9199981689453,176.9199981689453,6372400,BA,2022-04-22,1.000001399794428,0.9999845634880984,1.39934831508981e-05,2.0
2022-04-25,174.50999450683594,176.0800018310547,172.4499969482422,175.91000366210938,175.91000366210938,6293100,BA,2022-04-25,2.9985867738723755,0.00041536414482834516,0.0009979899623431265,3.0
2022-04-26,174.75999450683594,174.8699951171875,166.85000610351562,167.0399932861328,167.0399932861328,9277300,BA,2022-04-26,0.12946264445781708,0.34164753556251526,0.5288897752761841,1.0
2022-04-27,161.25,161.25,146.0,154.4600067138672,154.4600067138672,40371700,BA,2022-04-27,1.071607503341511,0.9988689022757171,1.9295236772928774,4.0
2022-04-28,156.61000061035156,156.7899932861328,149.0,154.22000122070312,154.22000122070312,13518800,BA,2022-04-28,0.6689056158065796,0.00644003925845027,0.32465437054634094,1.0
2022-04-29,153.44000244140625,157.02999877929688,148.52000427246094,148.83999633789062,148.83999633789062,10880300,BA,2022-04-29,0.7151827719062567,0.9823141086380929,0.30250313815304253,2.0
2022-05-02,148.02000427246094,149.4499969482422,143.3800048828125,148.61000061035156,148.61000061035156,12399200,BA,2022-05-02,0.0,0.0,0.0,0.0
2022-05-03,149.08999633789062,154.4499969482422,147.91000366210938,153.5800018310547,153.5800018310547,10149500,BA,2022-05-03,0.999997615814209,6.699625600958825e-07,1.7254413933187607e-06,1.0
2022-05-04,152.91000366210938,157.13999938964844,150.77000427246094,156.97000122070312,156.97000122070312,9550600,BA,2022-05-04,0.0,0.0,0.0,0.0
2022-05-05,155.69000244140625,157.99000549316406,149.0500030517578,150.47000122070312,150.47000122070312,7950800,BA,2022-05-05,0.0,0.0,0.0,0.0
2022-05-06,149.9600067138672,150.89999389648438,145.85000610351562,148.89999389648438,148.89999389648438,7697900,BA,2022-05-06,0.0,0.0,0.0,0.0
2022-05-09,146.0,146.9499969482422,132.64999389648438,133.30999755859375,133.30999755859375,12593800,BA,2022-05-09,2.632915823141957e-07,0.9999996423721313,9.593728833579007e-08,1.0
2022-05-10,136.75999450683594,137.83999633789062,130.3300018310547,132.9499969482422,132.9499969482422,11781400,BA,2022-05-10,0.0,0.0,0.0,0.0
2022-05-11,132.9499969482422,138.9600067138672,129.11000061035156,129.38999938964844,129.38999938964844,11388400,BA,2022-05-11,0.9999972581863403,2.6649996698324685e-07,2.545332336012507e-06,1.0
2022-05-12,126.88999938964844,128.52999877929688,120.27999877929688,123.13999938964844,123.13999938964844,15891300,BA,2022-05-12,0.0,0.0,0.0,0.0
2022-05-13,124.9800033569336,130.8000030517578,122.37999725341795,127.1999969482422,127.1999969482422,20891500,BA,2022-05-13,0.9999808073043823,4.794849246536614e-07,1.866396087280009e-05,1.0
2022-05-16,127.0500030517578,131.1199951171875,122.3499984741211,124.0500030517578,124.0500030517578,10631600,BA,2022-05-16,0.9999995231628418,3.296512716133293e-07,1.656689647688836e-07,1.0
2022-05-17,126.91000366210938,132.8300018310547,125.79000091552734,132.0500030517578,132.0500030517578,12154200,BA,2022-05-17,0.9999988079071045,9.089084187507979e-07,2.464074952968076e-07,1.0
2022-05-18,130.33999633789062,132.10000610351562,124.36000061035156,125.5199966430664,125.5199966430664,9567600,BA,2022-05-18,0.0,0.0,0.0,0.0
2022-05-19,124.4000015258789,128.39999389648438,123.6999969482422,127.13999938964844,127.13999938964844,8075800,BA,2022-05-19,1.9805261492729187,0.0011011342503479682,0.018372813996393234,2.0
2022-05-20,128.77000427246094,128.85000610351562,117.08000183105467,120.6999969482422,120.6999969482422,18822200,BA,2022-05-20,0.0,0.0,0.0,0.0
2022-05-23,121.6999969482422,124.4800033569336,120.33999633789062,124.06999969482422,124.06999969482422,9341500,BA,2022-05-23,0.999974250793457,1.0734281204349827e-05,1.5003023690951522e-05,1.0
2022-05-24,122.44000244140624,122.6999969482422,117.29000091552734,119.4000015258789,119.4000015258789,9092400,BA,2022-05-24,0.9999994039535522,5.018945898882521e-07,1.071188933110534e-07,1.0
2022-05-25,119.16999816894533,122.5999984741211,118.76000213623048,122.05999755859376,122.05999755859376,7707900,BA,2022-05-25,2.9944798946380615,3.313506988433801e-05,0.005486953798936156,3.0
2022-05-26,123.0999984741211,128.83999633789062,122.73999786376952,127.7300033569336,127.7300033569336,8333900,BA,2022-05-26,0.0,0.0,0.0,0.0
2022-05-27,128.77000427246094,132.22999572753906,128.32000732421875,132.22999572753906,132.22999572753906,7261500,BA,2022-05-27,0.0,0.0,0.0,0.0
2022-05-31,131.02999877929688,132.99000549316406,128.86000061035156,131.39999389648438,131.39999389648438,7953700,BA,2022-05-31,0.9998750686645508,3.476361962384544e-05,9.009114728542045e-05,1.0
2022-06-01,133.0,134.3300018310547,127.01000213623048,130.64999389648438,130.64999389648438,9991600,BA,2022-06-01,0.26992684602737427,0.7272055745124817,0.0028675743378698826,1.0
2022-06-02,132.13999938964844,140.5500030517578,131.8699951171875,140.5,140.5,12777000,BA,2022-06-02,0.0,0.0,0.0,0.0
2022-06-03,138.52000427246094,140.6999969482422,137.58999633789062,139.25,139.25,10091800,BA,2022-06-03,0.8429922403156525,1.0119383409619331,0.1450694950902971,2.0
2022-06-06,139.99000549316406,141.13999938964844,136.8300018310547,139.24000549316406,139.24000549316406,6354800,BA,2022-06-06,0.0,0.0,0.0,0.0
2022-06-07,137.49000549316406,141.24000549316406,135.91000366210938,140.82000732421875,140.82000732421875,5436100,BA,2022-06-07,0.0,0.0,0.0,0.0
2022-06-08,139.1300048828125,142.2100067138672,138.44000244140625,139.6300048828125,139.6300048828125,5833700,BA,2022-06-08,0.03549175336956978,0.016309639438986778,0.9481984972953796,1.0
2022-06-09,139.35000610351562,139.66000366210938,133.6999969482422,133.72999572753906,133.72999572753906,6010100,BA,2022-06-09,0.0,0.0,0.0,0.0
2022-06-10,130.27000427246094,132.19000244140625,126.8499984741211,127.0,127.0,7770700,BA,2022-06-10,1.0018532874528319,0.9980139305407647,0.0001328788356431687,2.0
2022-06-13,123.0,123.25,114.13999938964844,115.86000061035156,115.86000061035156,16778500,BA,2022-06-13,0.9794266517879251,1.0049000764265656,0.015673327420496985,2.0
2022-06-14,116.6500015258789,122.19000244140624,113.0199966430664,122.16000366210938,122.16000366210938,17549800,BA,2022-06-14,0.0,0.0,0.0,0.0
2022-06-15,124.3499984741211,134.99000549316406,123.83000183105467,133.72000122070312,133.72000122070312,25997800,BA,2022-06-15,0.999990701675415,4.2441595837772184e-07,8.791498657956254e-06,1.0
2022-06-16,131.6999969482422,135.33999633789062,131.25999450683594,133.36000061035156,133.36000061035156,19543600,BA,2022-06-16,0.9999803304672241,8.750976121518761e-07,1.882217839010991e-05,1.0
2022-06-17,132.25,138.97999572753906,131.5,136.8000030517578,136.8000030517578,16042500,BA,2022-06-17,0.0,0.0,0.0,0.0
2022-06-21,139.1699981689453,140.94000244140625,135.83999633789062,136.75,136.75,10519900,BA,2022-06-21,0.0009357413509860635,0.9972754120826721,0.0017888783477246761,1.0
2022-06-22,134.02999877929688,138.7899932861328,133.27999877929688,137.16000366210938,137.16000366210938,7713300,BA,2022-06-22,0.0,0.0,0.0,0.0
2022-06-23,136.4199981689453,137.4199981689453,130.08999633789062,133.97000122070312,133.97000122070312,10746900,BA,2022-06-23,0.0,0.0,0.0,0.0
2022-06-24,135.00999450683594,141.8699951171875,134.9499969482422,141.52999877929688,141.52999877929688,13626200,BA,2022-06-24,0.0,0.0,0.0,0.0
2022-06-27,140.27999877929688,140.57000732421875,136.22000122070312,138.72000122070312,138.72000122070312,8457400,BA,2022-06-27,0.0,0.0,0.0,0.0
2022-06-28,140.88999938964844,147.17999267578125,138.5399932861328,138.6999969482422,138.6999969482422,12125400,BA,2022-06-28,0.0,0.0,0.0,0.0
2022-06-29,138.61000061035156,138.9199981689453,134.83999633789062,138.4499969482422,138.4499969482422,7489200,BA,2022-06-29,0.0,0.0,0.0,0.0
2022-06-30,134.3000030517578,137.49000549316406,131.60000610351562,136.72000122070312,136.72000122070312,8455100,BA,2022-06-30,0.0,0.0,0.0,0.0
2022-07-01,135.8800048828125,141.7899932861328,135.39999389648438,139.83999633789062,139.83999633789062,7627100,BA,2022-07-01,3.2166649361897726e-06,4.524438736552838e-06,0.9999922513961792,1.0
2022-07-05,136.25,138.07000732421875,131.2899932861328,137.6999969482422,137.6999969482422,10065900,BA,2022-07-05,0.0,0.0,0.0,0.0
2022-07-06,137.5399932861328,138.7100067138672,134.4600067138672,136.30999755859375,136.30999755859375,6608000,BA,2022-07-06,0.999994158744812,1.7080126326618483e-06,4.124182851228397e-06,1.0
2022-07-07,137.92999267578125,142.27999877929688,137.89999389648438,139.97000122070312,139.97000122070312,7674400,BA,2022-07-07,1.999100685119629,0.00035925753036281094,0.0005400528752943501,2.0
2022-07-08,139.6999969482422,140.74000549316406,137.3699951171875,139.07000732421875,139.07000732421875,5655500,BA,2022-07-08,0.9947099685668945,0.0009606260573491454,0.004329373594373465,1.0
2022-07-11,137.77000427246094,139.24000549316406,134.88999938964844,136.99000549316406,136.99000549316406,6176500,BA,2022-07-11,0.0,0.0,0.0,0.0
2022-07-12,136.86000061035156,149.32000732421875,136.80999755859375,147.14999389648438,147.14999389648438,18598200,BA,2022-07-12,0.9999985694885254,1.075458953891939e-06,3.581187968393351e-07,1.0
2022-07-13,142.7899932861328,146.41000366210938,142.17999267578125,143.9499969482422,143.9499969482422,9038700,BA,2022-07-13,0.999990701675415,4.2441595837772184e-07,8.791498657956254e-06,1.0
2022-07-14,141.11000061035156,147.49000549316406,140.61000061035156,147.14999389648438,147.14999389648438,9456100,BA,2022-07-14,0.0,0.0,0.0,0.0
2022-07-15,149.1699981689453,149.74000549316406,144.64999389648438,147.74000549316406,147.74000549316406,7910400,BA,2022-07-15,6.209326966200024e-05,0.9999213218688965,1.6616726497886702e-05,1.0
2022-07-18,153.30999755859375,155.94000244140625,147.1999969482422,147.72000122070312,147.72000122070312,13948500,BA,2022-07-18,0.0026276814751327038,0.997370719909668,1.6152189346030354e-06,1.0
2022-07-19,149.61000061035156,156.27999877929688,148.97000122070312,156.1300048828125,156.1300048828125,14183000,BA,2022-07-19,0.11927581578493118,0.00516183627769351,0.8755623698234558,1.0
2022-07-20,156.0,159.39999389648438,154.25999450683594,158.3800048828125,158.3800048828125,8668600,BA,2022-07-20,0.9995294809341431,0.0004089785215910524,6.154381117084995e-05,1.0
2022-07-21,158.88999938964844,161.66000366210938,156.19000244140625,161.41000366210938,161.41000366210938,8044100,BA,2022-07-21,0.0,0.0,0.0,0.0
2022-07-22,161.8000030517578,163.33999633789062,157.77000427246094,158.16000366210938,158.16000366210938,7594900,BA,2022-07-22,0.0,0.0,0.0,0.0
2022-07-25,156.94000244140625,157.30999755859375,152.83999633789062,156.63999938964844,156.63999938964844,5764700,BA,2022-07-25,1.0102868024259806,0.9895480808918364,0.00016514134040335193,2.0
2022-07-26,155.24000549316406,158.17999267578125,154.5,155.9199981689453,155.9199981689453,6053100,BA,2022-07-26,0.9999957084655762,3.1228842090058606e-06,1.134701619776024e-06,1.0
2022-07-27,161.1199951171875,162.74000549316406,152.8000030517578,156.08999633789062,156.08999633789062,16356600,BA,2022-07-27,0.9997732043266296,0.00021961524907965213,7.1963136178965215e-06,1.0
2022-07-28,154.02000427246094,160.10000610351562,153.02999877929688,159.08999633789062,159.08999633789062,8729100,BA,2022-07-28,0.0,0.0,0.0,0.0
2022-07-29,157.9499969482422,159.83999633789062,155.5399932861328,159.30999755859375,159.30999755859375,5743500,BA,2022-07-29,0.0,0.0,0.0,0.0
2022-08-01,165.9499969482422,171.75999450683594,164.25,169.07000732421875,169.07000732421875,18321600,BA,2022-08-01,0.9999693632125854,2.6869322482525604e-06,2.7885704184882343e-05,1.0
2022-08-02,167.0,167.3300018310547,163.13999938964844,163.27999877929688,163.27999877929688,10874300,BA,2022-08-02,0.9999843835830688,5.865251750947209e-06,9.73365422396455e-06,1.0
2022-08-03,164.50999450683594,167.52000427246094,162.3300018310547,166.63999938964844,166.63999938964844,6709100,BA,2022-08-03,0.0,0.0,0.0,0.0
2022-08-04,165.77000427246094,168.1199951171875,164.41000366210938,166.5,166.5,5039600,BA,2022-08-04,0.0,0.0,0.0,0.0
2022-08-05,164.39999389648438,167.07000732421875,163.92999267578125,165.0399932861328,165.0399932861328,4709100,BA,2022-08-05,0.0,0.0,0.0,0.0
2022-08-08,166.41000366210938,171.08999633789062,164.7100067138672,165.88999938964844,165.88999938964844,11293200,BA,2022-08-08,1.0004128899017815,0.9995387144058441,4.843860733672045e-05,2.0
2022-08-09,166.50999450683594,166.50999450683594,163.4499969482422,164.85000610351562,164.85000610351562,6064800,BA,2022-08-09,0.0,0.0,0.0,0.0
2022-08-10,168.35000610351562,171.13999938964844,167.25,169.02000427246094,169.02000427246094,7181700,BA,2022-08-10,0.0,0.0,0.0,0.0
2022-08-11,170.5,171.75999450683594,167.0500030517578,167.8800048828125,167.8800048828125,4996800,BA,2022-08-11,0.9999808376310284,0.9999774598565523,4.165082282270305e-05,2.0
2022-08-12,168.38999938964844,170.11000061035156,167.57000732421875,169.99000549316406,169.99000549316406,4345200,BA,2022-08-12,6.240188810124891e-08,0.9999998807907104,4.5428873107766776e-08,1.0
2022-08-15,169.2899932861328,172.5500030517578,168.32000732421875,170.47000122070312,170.47000122070312,4734700,BA,2022-08-15,0.9999953508377075,9.660199111749534e-07,3.6827980238740565e-06,1.0
